SAMPLE_ID,individual,chromosome,start_pos,end_pos,Prediction,Population,Lat,Lon,Country,Continent,Admixture3,Admixture1,Admixture6,Admixture8,Admixture2,Admixture5,Admixture7,Admixture4,Admixture9
HGDP00328,160,8,29802727,98945834,Iran_4,Kalash,31.5955308797399,61.0398153672285,Afghanistan,Asia,0.070236,0.255251,1e-05,0.505404,0.01446,0.014374,0.115545,0.02471,1e-05
HGDP00328,160,9,1355061,75201354,Gujarati_1,Kalash,28.4621348888018,72.7390432821435,India,Asia,0.084853,0.060864,0.027353,0.632438,0.0498,1e-05,0.022626,0.099372,0.022684
HGDP00328,160,9,75206337,120088933,Gaddi_Rajput_0,Kalash,31.5867526341171,69.0264986864112,Pakistan,Asia,0.112738,0.111466,0.086831,0.467992,0.034142,0.161981,0.013332,1e-05,0.011508
HGDP00330,161,1,1061166,50722989,Puerto_Rico_3,Kalash,10.85499999999999,-60.89499999999998,Trinidad and Tobago,North America,1e-05,0.21529,0.002997,0.252583,0.136455,0.063694,0.041854,0.217331,0.069785
HGDP00330,161,1,50757885,100050789,Gujarati_1,Kalash,31.2484519732274,71.0487254140194,Pakistan,Asia,1e-05,0.153234,0.043016,0.43415,0.129665,1e-05,0.115455,0.12445,1e-05
HGDP00330,161,1,100051668,185344764,Gujarati_1,Kalash,27.9029089615019,73.6577766303983,India,Asia,0.081438,0.085635,0.014429,0.568123,0.003758,1e-05,0.09802,0.148579,1e-05
HGDP00330,161,1,185410975,230894365,Tajikistan_4,Kalash,35.144372884765,68.1057844578229,Afghanistan,Asia,0.147191,0.156033,1e-05,0.480054,0.09797,1e-05,0.030021,0.0887,1e-05
HGDP00330,161,2,12589208,50975185,Gaddi_Rajput_0,Kalash,26.58831104282,72.8733985666618,India,Asia,0.029176,0.240782,0.002492,0.527669,1e-05,1e-05,0.199841,1e-05,1e-05
HGDP00330,161,2,50976485,103123301,Iran_1,Kalash,36.7133662646598,50.2980753096273,"Iran, Islamic Republic of",Asia,1e-05,0.436947,0.007536,0.407814,1e-05,1e-05,0.013342,0.134321,1e-05
HGDP00330,161,2,103176411,153872845,Iran_4,Kalash,34.9055407213947,60.2611430608334,"Iran, Islamic Republic of",Asia,0.152436,0.239855,0.018807,0.479046,0.012537,0.064848,0.006291,0.02617,1e-05
HGDP00330,161,2,153881453,205974111,Iran_4,Kalash,33.1906890666839,64.5664792663583,Afghanistan,Asia,1e-05,0.212087,0.040794,0.472481,0.109032,0.002329,0.06586,0.097397,1e-05
HGDP00330,161,3,3846526,46150400,Tajikistan_4,Kalash,43.17575032831,60.7000538974894,Uzbekistan,Asia,0.205916,0.232778,1e-05,0.287384,0.028826,0.05093,0.037374,0.156772,1e-05
HGDP00330,161,3,46310921,112066141,Iran_4,Kalash,31.2635162426339,64.562786187469,Afghanistan,Asia,0.01991,0.222345,0.012112,0.513963,0.140712,0.011753,0.047584,1e-05,0.031611
HGDP00330,161,3,112072833,169212367,Gujarati_1,Kalash,27.6236462246192,73.3208057300496,India,Asia,0.039362,0.147274,1e-05,0.555474,0.088187,1e-05,0.105787,0.063886,1e-05
HGDP00330,161,4,18473310,122659704,Gujarati_1,Kalash,30.6316772072732,67.9980391642641,Pakistan,Asia,0.033465,0.216611,1e-05,0.504575,1e-05,0.004641,0.124935,0.115743,1e-05
HGDP00330,161,4,122744067,185788762,Iran_4,Kalash,32.5454257429098,65.9691495027355,Afghanistan,Asia,1e-05,0.240983,0.007069,0.393022,1e-05,0.089814,0.166464,0.102619,1e-05
HGDP00330,161,5,123302367,175059713,Tajikistan_3,Kalash,40.4273790651546,62.6326153358577,Uzbekistan,Asia,1e-05,0.203998,1e-05,0.35786,1e-05,0.12397,0.07665,0.237481,1e-05
HGDP00330,161,6,42659979,115932103,Tajikistan_3,Kalash,34.1487593634982,67.8230753420082,Afghanistan,Asia,1e-05,0.194071,0.006015,0.532582,0.011779,1e-05,0.058829,0.196695,1e-05
HGDP00330,161,7,3609712,146984783,Iran_4,Kalash,33.500021907017654,61.19590500678953,Afghanistan,Asia,0.0688555,0.253857,1e-05,0.4566465,0.016864,0.0079975,0.1190104999999999,0.076749,1e-05
HGDP00330,161,8,29802727,98945834,Iran_4,Kalash,34.2571131560855,63.0785991173597,Afghanistan,Asia,0.105406,0.204374,0.00625,0.516039,1e-05,0.057393,0.027986,0.082532,1e-05
HGDP00330,161,9,1355061,75201354,Gujarati_1,Kalash,25.8965068451576,74.3175037452744,India,Asia,1e-05,0.096029,0.00745,0.570696,0.000529,1e-05,0.161814,0.162078,0.001385
HGDP00330,161,9,75206337,120088933,Tajikistan_3,Kalash,37.4948100374573,67.6455664306865,Afghanistan,Asia,0.09091,0.013505,1e-05,0.422718,0.086019,1e-05,0.103706,0.283112,1e-05
HGDP00333,162,1,1061166,50722989,Gujarati_1,Kalash,28.0207735930389,71.0855118186707,Pakistan,Asia,0.012172,0.19649,0.001554,0.544869,0.09145,0.01064,0.116393,0.026422,1e-05
HGDP00333,162,1,50757885,100050789,Chechens_2,Kalash,39.9969999460873,49.2628237393403,Azerbaijan,Asia,1e-05,0.372108,1e-05,0.361016,0.004187,1e-05,0.094328,0.16832,1e-05
HGDP00333,162,1,100051668,185344764,Tajikistan_1,Kalash,40.2171621604924,55.9875165973271,Turkmenistan,Asia,0.028168,0.250998,1e-05,0.303873,0.13023,1e-05,0.010596,0.276104,1e-05
HGDP00333,162,1,185410975,230894365,Tajikistan_4,Kalash,44.3840605955848,63.4791938355247,Kazakhstan,Asia,0.227714,0.052062,0.030486,0.374597,1e-05,1e-05,0.041884,0.259369,0.013867
HGDP00333,162,2,12589208,50975185,Iran_4,Kalash,36.723559580073,58.2968413016263,"Iran, Islamic Republic of",Asia,0.140716,0.282743,1e-05,0.355069,0.037525,0.062788,0.069705,0.051435,1e-05
HGDP00333,162,2,50976485,103123301,Iran_1,Kalash,36.872814235983384,50.842354363819766,"Iran, Islamic Republic of",Asia,1e-05,0.359571,1e-05,0.347875,0.025462,0.055694,0.134651,0.076718,1e-05
HGDP00333,162,2,103176411,153872845,Tajikistan_4,Kalash,34.3017347651691,67.6109216058936,Afghanistan,Asia,0.14274,0.17891,1e-05,0.493327,1e-05,0.044149,0.058159,0.082685,1e-05
HGDP00333,162,2,153881453,205974111,Tajikistan_3,Kalash,32.6422559715315,70.8343129642355,Pakistan,Asia,0.004598,0.13034,1e-05,0.424461,0.076005,0.01879,0.119206,0.188923,0.037668
HGDP00333,162,3,3846526,46150400,Iran_4,Kalash,34.9035549268007,64.2797212482629,Afghanistan,Asia,1e-05,0.243281,0.016362,0.403011,0.034082,1e-05,0.158559,0.144676,1e-05
HGDP00333,162,3,46310921,112066141,Gaddi_Rajput_0,Kalash,29.3574591032363,69.7899820898061,Pakistan,Asia,0.062066,0.251392,0.007227,0.497819,1e-05,1e-05,0.181456,1e-05,1e-05
HGDP00333,162,3,112072833,169212367,Gaddi_Rajput_0,Kalash,28.7293122621041,74.8195686172135,India,Asia,0.046441,0.106523,1e-05,0.461618,0.019163,1e-05,0.194704,0.171521,1e-05
HGDP00333,162,4,18473310,122659704,Chechens_2,Kalash,39.0559781418511,47.9677619559348,"Iran, Islamic Republic of",Asia,0.082895,0.37082,1e-05,0.298164,0.062354,1e-05,0.061236,0.092766,0.031745
HGDP00333,162,4,122744067,185788762,Gujarati_1,Kalash,26.1266898568447,75.2858830123519,India,Asia,0.061671,0.06125,1e-05,0.554119,0.014702,1e-05,0.181682,0.074773,0.051784
HGDP00333,162,5,123302367,175059713,Tajikistan_4,Kalash,34.5164699240837,67.1752861727258,Afghanistan,Asia,0.047476,0.163763,1e-05,0.54361,0.01976,0.049845,1e-05,0.139519,0.036006
HGDP00333,162,6,42659979,115932103,Tajikistan_3,Kalash,47.8467206661247,55.2133740874507,Kazakhstan,Asia,1e-05,0.063239,1e-05,0.416045,0.0535,1e-05,0.032388,0.384095,0.050702
HGDP00333,162,7,3609712,146984783,Tatars_2,Kalash,58.9520873021746,38.1570974830717,Russian Federation,Europe,1e-05,0.130178,0.0063505,0.4487125,0.0406315,0.0119125,0.1267405,0.2249405,0.010524
HGDP00333,162,8,29802727,98945834,Iran_4,Kalash,30.4189044309454,63.4239809769684,Afghanistan,Asia,0.058289,0.247077,1e-05,0.540278,1e-05,1e-05,0.119656,1e-05,0.03466
HGDP00333,162,9,1355061,75201354,Gujarati_1,Kalash,30.8696822968021,71.7822066002279,Pakistan,Asia,1e-05,0.032375,0.001363,0.518589,0.04194,0.016286,0.064928,0.250782,0.073726
HGDP00333,162,9,75206337,120088933,Gujarati_1,Kalash,26.2107394543388,74.7021631004034,India,Asia,0.035418,0.158453,0.005908,0.537234,0.065786,0.043246,0.153935,1e-05,1e-05
HGDP00336,163,1,1061166,50722989,Gaddi_Rajput_0,Burusho,29.0517983819405,74.8154167100313,India,Asia,0.040085,0.150388,1e-05,0.469278,0.018534,0.012815,0.178564,0.073287,0.05704
HGDP00336,163,1,50757885,100050789,Gaddi_Rajput_0,Burusho,35.2029861329915,52.7163731504407,"Iran, Islamic Republic of",Asia,0.147166,0.199845,1e-05,0.197249,0.127801,1e-05,0.232839,0.09507,1e-05
HGDP00336,163,1,100051668,185344764,Gaddi_Rajput_0,Burusho,29.8517868165255,74.0493466149993,India,Asia,0.095819,0.059491,0.02635,0.337984,0.001745,1e-05,0.197979,0.119154,0.161467
HGDP00336,163,1,185410975,230894365,Iran_4,Burusho,35.6834265592408,55.5625216727158,"Iran, Islamic Republic of",Asia,0.110507,0.331821,1e-05,0.361342,1e-05,1e-05,0.19628,1e-05,1e-05
HGDP00336,163,2,12589208,153872845,Gaddi_Rajput_0,Burusho,30.52076994228949,75.584260748376,India,Asia,0.0825859999999999,0.1181893333333333,0.0095163333333333,0.4362206666666666,1e-05,0.0066506666666666,0.219954,0.1024646666666666,0.0244073333333333
HGDP00336,163,2,153881453,205974111,Gaddi_Rajput_0,Burusho,30.8175256680258,73.634860602432,Pakistan,Asia,0.139191,0.105726,1e-05,0.367472,1e-05,0.065917,0.188089,0.040937,0.092648
HGDP00336,163,3,3846526,46150400,Tajikistan_4,Burusho,35.8695457235254,62.4974045015843,Turkmenistan,Asia,0.153034,0.22408,0.060526,0.333531,0.006209,0.075095,0.104968,0.033264,0.009294
HGDP00336,163,3,46310921,169212367,Gaddi_Rajput_0,Burusho,32.617336815328734,71.39556832827859,Pakistan,Asia,0.185864,0.165951,0.0163905,0.39088,1e-05,0.028176,0.1451355,0.0675835,1e-05
HGDP00336,163,4,18473310,122659704,Iran_1,Burusho,35.8832565329664,52.4286997373308,"Iran, Islamic Republic of",Asia,1e-05,0.312799,0.024906,0.33446,0.092341,0.058737,0.136955,0.015526,0.024266
HGDP00336,163,4,122744067,185788762,Iyengar_Kar_0,Burusho,20.7417645175291,77.004624976794,India,Asia,0.037109,1e-05,1e-05,0.573331,1e-05,0.077481,0.2299,0.08214,1e-05
HGDP00336,163,5,123302367,175059713,Puerto_Rico_4,Burusho,10.85499999999999,-60.89499999999998,Trinidad and Tobago,North America,1e-05,0.276556,1e-05,0.282869,0.165787,0.016227,1e-05,0.137237,0.121294
HGDP00336,163,6,42659979,115932103,Gujarati_1,Burusho,28.7617959789874,70.4180582263902,Pakistan,Asia,1e-05,0.195435,1e-05,0.497086,0.072612,0.061793,0.123305,0.049738,1e-05
HGDP00336,163,7,3609712,67567429,Tajikistan_4,Burusho,35.1685966477935,69.056295758249,Afghanistan,Asia,0.083281,0.115033,0.035819,0.517633,1e-05,0.048241,0.026692,0.173281,1e-05
HGDP00336,163,7,67590850,146984783,Gaddi_Rajput_0,Burusho,29.9840400887064,73.9746858420615,India,Asia,0.090469,0.106188,1e-05,0.490953,0.007531,1e-05,0.145142,0.159686,1e-05
HGDP00336,163,8,29802727,98945834,Tajikistan_4,Burusho,34.2232702115425,70.8184188925499,Afghanistan,Asia,0.138794,0.115207,0.04393,0.418131,0.010921,0.02631,0.105572,0.141125,1e-05
HGDP00336,163,9,1355061,75201354,Tajikistan_4,Burusho,42.6400234573179,62.7839598233969,Uzbekistan,Asia,0.155727,0.114087,1e-05,0.277227,0.03569,0.129743,0.127563,0.159943,1e-05
HGDP00336,163,9,75206337,120088933,Gaddi_Rajput_0,Burusho,33.388479883312,71.4905872319871,Pakistan,Asia,0.110321,0.136256,1e-05,0.405142,1e-05,0.029157,0.151083,0.168011,1e-05
HGDP00338,164,1,1061166,50722989,Iran_4,Burusho,34.1685199997134,62.1708861204268,Afghanistan,Asia,0.059781,0.255677,1e-05,0.420177,0.035652,0.01374,0.139104,0.075849,1e-05
HGDP00338,164,1,50757885,100050789,Tajikistan_4,Burusho,38.0041071107727,66.8316217583765,Uzbekistan,Asia,0.071378,0.179902,1e-05,0.402651,0.128448,1e-05,0.035941,0.18165,1e-05
HGDP00338,164,1,100051668,185344764,Tajikistan_4,Burusho,37.3771492792309,63.1536524759723,Turkmenistan,Asia,0.103688,0.222879,1e-05,0.311888,0.111831,1e-05,0.144215,0.10547,1e-05
HGDP00338,164,1,185410975,230894365,Iran_4,Burusho,35.2421966252509,58.3746017558668,"Iran, Islamic Republic of",Asia,0.117747,0.310388,1e-05,0.369123,1e-05,1e-05,0.193258,1e-05,0.009443
HGDP00338,164,2,12589208,50975185,Gaddi_Rajput_0,Burusho,30.6544567225205,74.6692883507533,India,Asia,0.171469,0.034133,0.017279,0.378066,1e-05,1e-05,0.181188,0.112324,0.10552
HGDP00338,164,2,50976485,153872845,Gaddi_Rajput_0,Burusho,31.730942638213463,70.41322813223375,Pakistan,Asia,0.0952945,0.1585225,0.008382,0.418898,0.065028,0.059473,0.1105795,0.0386435,0.045179
HGDP00338,164,2,153881453,205974111,Gaddi_Rajput_0,Burusho,27.5661415313334,75.4418964831884,India,Asia,0.066288,0.176276,1e-05,0.53063,1e-05,1e-05,0.21767,0.009096,1e-05
HGDP00338,164,3,3846526,46150400,Tatars_1,Burusho,45.40451569272325,37.403174676265934,Russian Federation,Europe,1e-05,0.1758,0.014774,0.273943,0.155701,1e-05,0.094402,0.28535,1e-05
HGDP00338,164,3,46310921,112066141,Gaddi_Rajput_0,Burusho,27.1784741786257,78.0050973129706,India,Asia,0.20677,0.026653,0.007442,0.369279,0.050902,1e-05,0.266115,0.07282,1e-05
HGDP00338,164,3,112072833,169212367,Tajikistan_1,Burusho,37.4674217407256,64.0704090597899,Afghanistan,Asia,0.092886,0.271157,0.010152,0.415,0.081905,1e-05,1e-05,0.128869,1e-05
HGDP00338,164,4,18473310,122659704,Iran_1,Burusho,37.3730043062084,55.7661525348015,"Iran, Islamic Republic of",Asia,0.196259,0.292797,0.03566,0.29002,1e-05,0.078952,0.07172,0.034573,1e-05
HGDP00338,164,4,122744067,185788762,Iran_4,Burusho,33.5197173763322,57.9961225777025,"Iran, Islamic Republic of",Asia,0.060935,0.267791,1e-05,0.447648,1e-05,0.016751,0.106294,0.059158,0.041403
HGDP00338,164,5,123302367,175059713,Iran_4,Burusho,35.1419482240181,59.8228205766772,"Iran, Islamic Republic of",Asia,0.028821,0.260407,0.085542,0.360693,0.077474,0.007387,0.129173,0.024873,0.02563
HGDP00338,164,6,42659979,115932103,Gaddi_Rajput_0,Burusho,31.1235556908932,73.311611332531,Pakistan,Asia,0.076691,0.173223,0.016571,0.390608,0.065176,1e-05,0.192473,0.085239,1e-05
HGDP00338,164,7,3609712,67567429,Tajikistan_4,Burusho,39.964839476697,65.54822878873,Uzbekistan,Asia,0.16307,0.164735,1e-05,0.321539,1e-05,0.036968,0.155781,0.157876,1e-05
HGDP00338,164,7,67590850,146984783,Iran_4,Burusho,33.9627107596199,53.9748269341639,"Iran, Islamic Republic of",Asia,1e-05,0.326322,0.030696,0.468022,0.051821,0.090734,0.026849,1e-05,0.005537
HGDP00338,164,8,29802727,98945834,Tajikistan_4,Burusho,36.2875702815066,63.0850576331696,Afghanistan,Asia,0.109957,0.244462,0.028897,0.450339,0.042899,1e-05,0.026968,0.096458,1e-05
HGDP00338,164,9,1355061,75201354,Tajikistan_4,Burusho,39.1092402323841,64.3175030879687,Turkmenistan,Asia,0.324706,0.211145,0.043632,0.376101,1e-05,1e-05,1e-05,0.031643,0.012744
HGDP00338,164,9,75206337,120088933,Gaddi_Rajput_0,Burusho,30.4489622757406,73.6588901870569,Pakistan,Asia,0.062307,0.075666,0.040649,0.376257,0.081614,0.042353,0.187513,0.13363,1e-05
HGDP00341,165,1,1061166,100050789,Gaddi_Rajput_0,Burusho,30.954804396181096,72.95275304034497,Pakistan,Asia,0.093801,0.1372495,0.0079635,0.446415,0.084366,0.025842,0.1278574999999999,0.065363,0.011143
HGDP00341,165,1,100051668,185344764,Iran_4,Burusho,34.8672384460934,62.1617344859517,Afghanistan,Asia,0.065269,0.225543,1e-05,0.441198,0.090576,0.049566,0.060127,0.067701,1e-05
HGDP00341,165,1,185410975,230894365,Tajikistan_4,Burusho,35.7657607029589,64.6822983801352,Afghanistan,Asia,0.043587,0.225729,1e-05,0.390152,0.08606,0.008321,0.121523,0.124609,1e-05
HGDP00341,165,2,12589208,50975185,Gaddi_Rajput_0,Burusho,30.5885181283678,74.1515890301144,India,Asia,0.116307,0.026325,1e-05,0.323124,0.186867,1e-05,0.176508,0.106729,0.064119
HGDP00341,165,2,50976485,103123301,Iran_4,Burusho,35.408397734669,55.8654180971747,"Iran, Islamic Republic of",Asia,0.109664,0.307185,1e-05,0.394864,0.089398,0.019007,0.058216,0.005548,0.016109
HGDP00341,165,2,103176411,153872845,Tajikistan_3,Burusho,37.8787126292312,67.2562059062506,Uzbekistan,Asia,0.11067,1e-05,1e-05,0.377389,1e-05,0.065312,0.105854,0.242549,0.098196
HGDP00341,165,2,153881453,205974111,Gujarati_1,Burusho,25.2270829595852,75.158751584874,India,Asia,0.075721,0.064521,1e-05,0.599697,0.033232,1e-05,0.165788,0.06101,1e-05
HGDP00341,165,3,3846526,46150400,Iran_4,Burusho,34.3475724937405,59.944975718661,"Iran, Islamic Republic of",Asia,0.132962,0.276109,1e-05,0.432039,0.004228,1e-05,0.124914,0.029718,1e-05
HGDP00341,165,3,46310921,112066141,Gujarati_1,Burusho,31.4414785250858,72.1119798526914,Pakistan,Asia,0.059565,1e-05,1e-05,0.480784,1e-05,0.027117,0.132643,0.291264,0.008598
HGDP00341,165,3,112072833,169212367,Tajikistan_4,Burusho,42.1929116899716,66.8514245779938,Kazakhstan,Asia,0.253028,0.095482,1e-05,0.346304,1e-05,1e-05,0.126517,0.178629,1e-05
HGDP00341,165,4,18473310,122659704,Tajikistan_4,Burusho,39.5429657171608,66.3686577698408,Uzbekistan,Asia,0.190424,0.06879,1e-05,0.427319,0.105026,1e-05,1e-05,0.192683,0.015729
HGDP00341,165,4,122744067,185788762,Gaddi_Rajput_0,Burusho,22.7054639669681,76.4200524706894,India,Asia,1e-05,1e-05,1e-05,0.431274,0.049439,0.103647,0.274603,0.132758,0.008248
HGDP00341,165,5,123302367,175059713,Gaddi_Rajput_0,Burusho,34.3187670017997,70.9933195706314,Afghanistan,Asia,0.208387,0.087549,1e-05,0.386074,1e-05,0.026342,0.137097,0.15452,1e-05
HGDP00341,165,6,42659979,115932103,Tajikistan_4,Burusho,40.7335619824616,47.8134511741866,Azerbaijan,Asia,0.201917,0.194094,1e-05,0.212792,0.069109,0.105495,0.052915,0.08945,0.074217
HGDP00341,165,7,3609712,67567429,Gaddi_Rajput_0,Burusho,29.0179860136423,75.4370629591486,India,Asia,0.081393,0.07532,1e-05,0.40956,1e-05,0.000914,0.223871,0.139687,0.069234
HGDP00341,165,7,67590850,146984783,Tajikistan_4,Burusho,36.4843835191727,64.7420629884999,Afghanistan,Asia,0.099071,0.230443,1e-05,0.410633,0.021117,0.045927,0.083069,0.10972,1e-05
HGDP00341,165,8,29802727,98945834,Iran_4,Burusho,33.6502573279996,53.6015276957557,"Iran, Islamic Republic of",Asia,0.092961,0.368744,1e-05,0.455042,1e-05,1e-05,0.083203,1e-05,1e-05
HGDP00341,165,9,1355061,75201354,Iran_4,Burusho,34.485410578578,60.8152557510916,"Iran, Islamic Republic of",Asia,0.138103,0.285217,0.007935,0.403378,1e-05,0.004989,0.160347,1e-05,1e-05
HGDP00341,165,9,75206337,120088933,Tajikistan_4,Burusho,35.2148722284108,65.9945482899052,Afghanistan,Asia,0.289314,0.215125,1e-05,0.36558,1e-05,1e-05,0.10914,0.020802,1e-05
HGDP00346,166,1,1061166,50722989,Gaddi_Rajput_0,Burusho,29.9742831513498,69.884173679772,Pakistan,Asia,0.031494,0.272577,1e-05,0.389628,1.3e-05,1e-05,0.24814,0.058118,1e-05
HGDP00346,166,1,50757885,185344764,Finnish_1,Burusho,60.9598338405651,26.7270521462194,Finland,Europe,1e-05,0.0822075,1e-05,0.5405265,0.0227375,0.0299685,0.2072014999999999,0.117328,1e-05
HGDP00346,166,1,185410975,230894365,Tajikistan_4,Burusho,40.6855956124549,57.0280974344697,Turkmenistan,Asia,0.224398,0.261379,1e-05,0.275973,0.087842,0.031901,0.031556,0.08693,1e-05
HGDP00346,166,2,12589208,103123301,Tatars_2,Burusho,59.2598972724313,37.0113345189515,Russian Federation,Europe,0.095358,0.2062005,0.0121155,0.4466015,0.0843685,0.033345,0.092155,0.0298455,1e-05
HGDP00346,166,2,103176411,153872845,Iran_4,Burusho,31.7209330762225,64.7104215236746,Afghanistan,Asia,0.012484,0.214243,1e-05,0.461015,0.055754,0.04658,0.117707,0.092196,1e-05
HGDP00346,166,2,153881453,205974111,Gaddi_Rajput_0,Burusho,30.6968338450769,72.7695093927378,Pakistan,Asia,0.194559,0.0461,1e-05,0.546176,1e-05,0.027151,0.072463,0.113521,1e-05
HGDP00346,166,3,3846526,46150400,Gaddi_Rajput_0,Burusho,32.5636650048565,70.4861658781134,Pakistan,Asia,0.122366,0.183708,0.001408,0.356442,0.073075,0.033525,0.163927,0.06554,1e-05
HGDP00346,166,3,46310921,112066141,Gujarati_1,Burusho,28.9831458348956,72.8483147594537,Pakistan,Asia,1e-05,0.133964,0.004028,0.475279,0.071237,1e-05,0.127724,0.130775,0.056973
HGDP00346,166,3,112072833,169212367,Iran_4,Burusho,35.4479414566555,55.1456694858282,"Iran, Islamic Republic of",Asia,0.07108,0.331631,1e-05,0.39682,1e-05,1e-05,0.142002,0.058425,1e-05
HGDP00346,166,4,18473310,122659704,Gaddi_Rajput_0,Burusho,31.323333595318,72.006263419016,Pakistan,Asia,0.16743,0.091779,0.007316,0.388283,0.106554,0.012416,0.10387,1e-05,0.122342
HGDP00346,166,4,122744067,185788762,Iran_4,Burusho,35.6848507158182,60.7218884807234,"Iran, Islamic Republic of",Asia,0.041961,0.271493,1e-05,0.319737,0.001818,0.075967,0.201888,0.074786,0.012341
HGDP00346,166,5,123302367,175059713,Gujarati_1,Burusho,25.045080239081,74.6467390910004,India,Asia,1e-05,0.1671,0.000958,0.605028,1e-05,1e-05,0.175485,0.05139,1e-05
HGDP00346,166,6,42659979,115932103,Gaddi_Rajput_0,Burusho,28.7562043649831,77.6564348617635,India,Asia,0.210133,0.069162,0.00855,0.354419,0.022647,0.056762,0.23609,0.042227,1e-05
HGDP00346,166,7,3609712,67567429,Gaddi_Rajput_0,Burusho,31.1674574187148,73.1165773644181,Pakistan,Asia,0.160259,0.126819,1e-05,0.513146,0.034962,1e-05,0.098331,0.066453,1e-05
HGDP00346,166,7,67590850,146984783,Gaddi_Rajput_0,Burusho,30.5854806128607,70.8118482633553,Pakistan,Asia,0.072974,0.212159,1e-05,0.479689,1e-05,0.012301,0.152791,0.070057,1e-05
HGDP00346,166,8,29802727,98945834,Tajikistan_3,Burusho,37.2363078744641,68.1342380183523,Tajikistan,Asia,0.140869,0.040726,1e-05,0.419944,1e-05,1e-05,0.131838,0.266584,1e-05
HGDP00346,166,9,1355061,120088933,Gaddi_Rajput_0,Burusho,29.8607420646642,72.60628510994616,Pakistan,Asia,0.04702,0.189596,0.0127724999999999,0.4218935,0.0378285,0.0571309999999999,0.1910049999999999,0.0427429999999999,1e-05
HGDP00351,167,1,1061166,50722989,Gujarati_2,Burusho,25.5040416747174,74.7643630145672,India,Asia,1e-05,0.212806,0.000915,0.517481,0.051458,1e-05,0.217291,1.9e-05,1e-05
HGDP00351,167,1,50757885,100050789,Tajikistan_4,Burusho,36.8332514017383,66.6344698664737,Afghanistan,Asia,0.088803,0.20653,1e-05,0.485845,1e-05,0.030878,0.045673,0.136751,0.005499
HGDP00351,167,1,100051668,185344764,Chechens_2,Burusho,40.256561184239175,50.392821079312654,Azerbaijan,Asia,1e-05,0.336036,1e-05,0.324866,0.032139,0.08319,0.052125,0.171614,1e-05
HGDP00351,167,1,185410975,230894365,Tajikistan_3,Burusho,36.7592131690372,68.7359035407127,Afghanistan,Asia,0.108914,0.080334,0.0242,0.470087,0.001807,1e-05,0.067714,0.246926,1e-05
HGDP00351,167,2,12589208,50975185,Gaddi_Rajput_0,Burusho,29.8314518723052,75.7440736888985,India,Asia,0.04949,0.123203,1e-05,0.505193,1e-05,0.004727,0.231585,0.085772,1e-05
HGDP00351,167,2,50976485,103123301,Iran_4,Burusho,34.061198440608,55.0553199786582,"Iran, Islamic Republic of",Asia,0.119106,0.323461,1e-05,0.449193,0.047609,1e-05,0.060591,1e-05,1e-05
HGDP00351,167,2,103176411,153872845,Gujarati_3,Burusho,22.5918062930455,76.0250399703683,India,Asia,0.05905,0.023233,0.010029,0.607655,1e-05,1e-05,0.236871,0.036893,0.02625
HGDP00351,167,2,153881453,205974111,Chechens_2,Burusho,39.290573635407156,53.101027866432986,Turkmenistan,Asia,1e-05,0.286779,1e-05,0.288735,0.064534,0.081074,0.156608,0.12224,1e-05
HGDP00351,167,3,3846526,46150400,Iran_1,Burusho,36.700421657857675,52.26402469260145,"Iran, Islamic Republic of",Asia,0.094026,0.343854,1e-05,0.332971,1e-05,0.03684,0.064472,0.087211,0.040605
HGDP00351,167,3,46310921,169212367,Gaddi_Rajput_0,Burusho,25.92121023881124,74.48172888175294,India,Asia,0.0454235,0.094429,0.018455,0.440423,0.0581965,0.01059,0.223326,0.080863,0.0282945
HGDP00351,167,4,18473310,122659704,Gaddi_Rajput_0,Burusho,30.3557026129541,75.0982414123272,India,Asia,0.090622,0.090251,0.003373,0.400193,0.089751,1e-05,0.200515,0.108839,0.016445
HGDP00351,167,4,122744067,185788762,Tajikistan_4,Burusho,39.489989514926,65.6313411046762,Uzbekistan,Asia,0.173054,0.189239,0.042327,0.339562,0.070375,1e-05,0.032045,0.153377,1e-05
HGDP00351,167,5,123302367,175059713,Gujarati_1,Burusho,28.9855703682634,72.1438600854901,Pakistan,Asia,1.2e-05,0.218253,1e-05,0.463195,0.017626,1e-05,0.187665,0.113219,1e-05
HGDP00351,167,6,42659979,115932103,Tajikistan_4,Burusho,35.5324419957419,69.1626715891445,Afghanistan,Asia,0.137808,0.017224,0.041784,0.450977,0.037066,0.054007,0.053251,0.207873,1e-05
HGDP00351,167,7,3609712,67567429,Gaddi_Rajput_0,Burusho,30.3255253475427,69.5538526681687,Pakistan,Asia,0.032465,0.211119,0.022276,0.458892,0.010203,0.061391,0.147254,0.056391,1e-05
HGDP00351,167,7,67590850,146984783,Iran_4,Burusho,36.0127021509089,59.9354886439087,"Iran, Islamic Republic of",Asia,0.062064,0.294293,1e-05,0.339021,1e-05,1e-05,0.205142,0.09944,1e-05
HGDP00351,167,8,29802727,98945834,Tajikistan_4,Burusho,39.469650386,66.0499054795327,Uzbekistan,Asia,0.099021,0.17235,1e-05,0.341733,1e-05,0.038148,0.15646,0.192258,1e-05
HGDP00351,167,9,1355061,75201354,Gaddi_Rajput_0,Burusho,35.0749822416724,62.2583074668383,Turkmenistan,Asia,0.072097,0.218288,0.053306,0.285678,0.082177,1e-05,0.184426,0.024361,0.079657
